age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
23,1,156737.94,2,2,0,18082.18,1,4,64557.29,1,725,1,2,1,5,2,1,3,64,46,67,-21,Low Risk,0.68,0.41
38,0,191267.86,3,0,0,166068.8,2,6,113507.11,2,466,1,2,0,5,10,1,0,48,61,67,-6,Medium Risk,0.9,0.59
80,1,131506.48,1,2,1,83296.81,2,3,91580.61,0,312,3,2,1,8,0,1,3,82,44,69,-25,Low Risk,0.63,0.7
69,0,70053.08,3,1,3,222290.25,0,2,200552.01,0,522,0,0,0,9,10,0,4,83,100,47,53,High Risk,2.08,2.86
47,1,194242.81,2,2,0,30859.54,0,10,114763.16,3,593,2,1,1,1,8,1,3,49,84,53,31,High Risk,1.56,0.59
50,0,161510.94,3,1,2,69133.38,0,3,64120.04,0,393,1,2,1,9,5,1,1,93,67,66,1,Medium Risk,1.0,0.4
63,1,56012.03,2,1,3,55320.02,3,5,15973.58,2,397,0,1,0,0,5,1,2,57,47,53,-6,Medium Risk,0.87,0.29
52,1,167703.41,4,1,1,131887.37,2,4,166770.8,2,846,2,0,0,2,3,0,0,36,49,90,-41,Low Risk,0.54,0.99
26,1,214746.73,3,2,1,87537.69,2,5,13501.89,0,720,1,1,1,2,3,1,2,85,33,87,-54,Low Risk,0.38,0.06
28,1,73685.84,3,1,0,77238.02,0,9,14768.21,0,358,1,1,0,9,0,0,2,54,78,47,31,High Risk,1.62,0.2
70,0,63813.07,1,0,1,66863.9,0,5,50043.44,1,340,2,0,1,9,10,0,0,49,83,38,45,High Risk,2.13,0.78
35,0,216999.88,1,1,1,186184.61,2,7,140604.67,1,838,2,2,1,9,0,1,3,88,32,100,-68,Low Risk,0.32,0.65
71,0,67216.2,3,1,3,33766.36,2,2,176333.3,0,783,2,1,0,7,9,1,2,44,48,75,-27,Low Risk,0.63,2.62
73,1,140732.76,4,2,3,226150.99,3,9,88616.22,3,818,1,2,0,2,6,0,0,50,55,93,-38,Low Risk,0.59,0.63
45,6,231529.03,3,2,0,137883.83,2,1,142804.56,1,779,0,1,1,9,0,0,1,89,50,91,-41,Low Risk,0.54,0.62
78,1,208187.46,1,0,2,75519.84,1,2,144662.76,1,338,2,0,1,0,9,0,2,75,77,51,26,High Risk,1.48,0.69
36,1,160659.39,3,2,1,33694.79,1,5,105307.33,1,699,1,1,1,2,3,1,4,82,58,65,-7,Medium Risk,0.88,0.66
45,1,142829.46,3,1,0,163762.36,3,5,168693.1,0,562,2,2,1,6,9,0,0,95,50,59,-9,Medium Risk,0.83,1.18
57,1,95948.71,3,2,1,599.19,1,10,109759.78,0,635,1,1,1,0,8,1,1,96,70,45,25,High Risk,1.52,1.14
39,1,246408.04,2,3,2,55267.41,1,3,203496.47,0,386,0,0,0,10,0,1,3,47,83,61,22,High Risk,1.34,0.83
40,0,171871.33,3,3,3,9475.33,1,5,190680.29,3,448,3,2,1,9,5,1,2,48,65,75,-10,Low Risk,0.86,1.11
59,0,121365.16,2,2,0,197565.91,2,2,36559.91,0,848,3,1,0,0,10,0,3,29,40,87,-47,Low Risk,0.45,0.3
65,1,68009.07,3,3,0,205960.8,2,7,69122.06,3,685,0,1,1,4,7,1,3,99,22,86,-64,Low Risk,0.25,1.02
82,1,85416.83,3,1,1,104140.6,3,10,188854.86,1,607,3,0,0,10,1,0,1,61,57,69,-12,Low Risk,0.81,2.21
69,2,124096.51,2,0,1,53519.82,1,2,45929.43,1,453,3,0,1,9,1,1,1,4,49,65,-16,Low Risk,0.74,0.37
76,0,113585.13,4,2,0,39062.52,1,5,935.75,2,670,1,0,0,0,10,1,3,96,50,68,-18,Low Risk,0.72,0.01
41,1,168553.46,4,3,1,148504.41,0,7,47411.38,3,671,2,2,1,3,7,0,1,11,54,84,-30,Low Risk,0.64,0.28
23,1,52894.7,2,0,1,123321.85,2,10,8747.8,2,513,0,2,0,1,0,1,1,5,65,56,9,Medium Risk,1.14,0.17
29,0,219470.01,3,3,1,97705.17,3,1,54707.33,0,534,0,0,0,10,9,0,4,62,72,69,3,Medium Risk,1.03,0.25
21,1,194984.3,3,3,2,149743.47,0,8,135150.47,1,757,3,1,1,3,9,0,4,39,79,78,1,Medium Risk,1.0,0.69
39,1,95226.52,3,1,3,76223.48,2,7,141719.52,2,327,0,2,1,2,2,0,3,98,62,55,7,Medium Risk,1.11,1.49
58,1,14981.29,4,2,2,137409.92,0,10,45845.21,0,506,3,1,0,3,10,1,0,35,79,40,39,High Risk,1.93,3.06
64,0,123402.14,1,0,0,228836.24,3,2,201075.21,3,591,2,0,0,6,2,1,3,53,57,61,-4,Medium Risk,0.92,1.63
33,1,244339.46,4,3,1,88281.28,0,8,203763.06,2,320,3,0,1,2,4,1,0,8,95,62,33,High Risk,1.51,0.83
81,0,25522.86,2,1,2,145418.89,3,3,42429.39,0,743,0,1,0,4,8,0,2,40,41,63,-22,Low Risk,0.64,1.66
84,7,200706.0,3,2,1,19902.72,1,4,123639.1,1,702,1,2,1,5,9,1,2,28,61,80,-19,Low Risk,0.75,0.62
64,0,214374.78,2,1,1,56509.65,3,5,125055.87,3,816,2,2,0,0,3,0,1,85,48,95,-47,Low Risk,0.5,0.58
74,1,233718.46,3,0,2,184103.14,3,4,242353.89,3,627,3,1,1,1,9,1,0,55,55,80,-25,Low Risk,0.68,1.04
58,0,172314.86,3,2,0,133895.65,1,3,12184.6,1,843,3,1,0,9,7,1,2,69,39,100,-61,Low Risk,0.39,0.07
54,1,57413.95,4,0,1,246322.51,1,5,239896.12,2,339,3,2,0,10,10,1,2,65,88,69,19,Medium Risk,1.26,4.18
56,2,62142.28,2,3,2,129287.14,1,3,51095.58,1,682,1,0,0,3,1,1,4,56,53,60,-7,Medium Risk,0.87,0.82
73,0,239666.38,2,3,2,41379.94,0,5,110458.75,0,834,2,0,0,2,4,0,2,10,71,81,-10,Low Risk,0.87,0.46
71,1,72136.28,4,2,3,132288.4,2,3,204883.76,0,788,1,2,1,8,1,1,2,68,41,92,-51,Low Risk,0.44,2.84
48,7,66058.61,1,2,2,232658.13,0,5,183155.41,1,661,1,0,1,9,1,0,0,14,86,47,39,High Risk,1.79,2.77
40,1,107634.8,1,1,1,223074.64,2,9,169107.07,1,327,3,0,0,6,9,1,0,52,77,56,21,High Risk,1.35,1.57
49,0,193481.53,4,3,1,115581.62,2,3,79498.44,2,683,1,1,0,8,3,0,2,89,46,93,-47,Low Risk,0.49,0.41
44,3,43542.33,4,1,2,212469.41,1,2,237351.07,2,656,0,2,0,5,7,0,0,52,87,56,31,High Risk,1.53,5.45
41,0,220633.36,3,0,2,16407.47,0,10,54073.22,0,653,2,0,1,7,1,0,0,12,75,59,16,Medium Risk,1.25,0.25
18,0,107206.2,2,2,0,246685.69,2,6,166979.49,1,750,3,1,1,2,8,0,2,60,64,79,-15,Low Risk,0.8,1.56
54,0,229682.85,4,0,3,4376.61,0,9,124557.63,1,621,0,1,0,9,6,0,2,82,96,63,33,High Risk,1.5,0.54
77,1,166510.21,1,0,2,249800.5,0,3,82458.39,2,623,3,1,0,10,3,1,0,28,61,66,-5,Medium Risk,0.91,0.5
43,1,28363.33,2,3,1,193354.93,2,10,63623.13,2,832,2,0,1,5,0,1,2,4,24,85,-61,Low Risk,0.28,2.24
71,3,220355.12,4,2,3,137504.37,2,10,96547.32,3,679,1,0,1,6,1,0,4,3,52,92,-40,Low Risk,0.56,0.44
40,0,135592.3,2,1,2,69121.5,0,2,132937.91,0,614,0,1,1,0,3,0,2,36,77,40,37,High Risk,1.88,0.98
31,1,211617.05,1,0,3,100140.65,1,10,87577.87,0,633,3,1,0,6,10,0,0,3,79,61,18,Medium Risk,1.27,0.41
48,1,130772.36,1,3,1,189742.29,0,9,165684.34,1,399,0,0,0,5,1,0,4,85,100,46,54,High Risk,2.13,1.27
84,0,5188.91,3,1,0,217837.86,2,8,131308.26,1,382,2,0,1,6,3,0,1,76,53,59,-6,Medium Risk,0.88,25.3
28,0,229934.29,1,0,3,180995.28,0,2,179689.17,2,482,1,2,1,5,4,0,4,73,94,52,42,High Risk,1.77,0.78
59,0,160363.82,4,2,1,173446.64,0,4,215890.48,0,486,2,1,0,3,9,1,4,57,100,57,43,High Risk,1.72,1.35
42,0,124739.13,1,1,0,115402.38,1,6,186758.82,1,528,0,1,0,0,8,0,4,80,83,44,39,High Risk,1.84,1.5
20,1,6183.31,4,3,3,194398.18,1,5,84852.13,0,662,3,2,1,6,2,1,2,89,49,70,-21,Low Risk,0.69,13.72
82,4,182416.58,2,2,3,219345.57,0,3,228413.25,3,715,3,0,1,10,6,1,2,28,81,85,-4,Medium Risk,0.94,1.25
24,1,68285.59,3,2,2,89603.42,1,10,92622.11,3,599,0,2,1,4,0,1,1,89,75,52,23,High Risk,1.42,1.36
59,7,40690.65,3,1,2,215157.38,3,9,63331.53,0,729,1,1,0,9,7,1,4,43,50,71,-21,Low Risk,0.69,1.56
67,1,204893.44,4,3,3,225952.18,0,3,236222.32,1,525,0,1,0,8,4,0,0,2,89,71,18,Medium Risk,1.24,1.15
58,0,245504.32,4,0,1,101838.84,0,3,21156.53,0,703,3,0,0,6,5,1,0,1,56,81,-25,Low Risk,0.68,0.09
71,3,248192.87,1,3,0,45487.83,3,6,237957.34,3,438,1,0,1,0,8,1,0,56,60,62,-2,Medium Risk,0.95,0.96
52,1,127657.37,4,3,0,248679.02,2,2,105097.32,2,829,3,1,0,2,1,1,4,92,30,100,-70,Low Risk,0.3,0.82
35,1,201615.31,4,0,0,55402.96,0,2,53317.33,3,691,1,1,1,9,4,1,3,99,49,83,-34,Low Risk,0.58,0.26
67,1,50456.49,3,1,0,97365.83,3,5,131860.53,0,446,3,1,1,3,6,1,2,42,35,60,-25,Low Risk,0.57,2.61
45,0,188328.79,4,3,1,191420.5,0,4,54131.02,0,425,1,1,0,8,5,1,0,53,75,65,10,Medium Risk,1.14,0.29
54,1,58436.77,4,0,3,133756.92,3,3,168103.84,3,513,0,0,0,6,9,1,2,86,67,62,5,Medium Risk,1.06,2.88
61,0,168274.17,2,1,0,87273.21,1,3,227159.85,0,354,3,0,0,5,10,1,2,94,79,54,25,High Risk,1.44,1.35
22,2,158743.2,2,1,0,63302.39,0,9,149495.43,0,735,2,2,1,3,0,0,2,45,80,59,21,High Risk,1.33,0.94
23,0,104737.59,4,1,3,118441.79,2,10,151988.4,3,500,1,2,1,0,7,1,0,98,75,62,13,Medium Risk,1.19,1.45
64,5,126002.41,4,1,3,40926.13,3,4,103706.66,1,721,3,2,0,1,2,0,0,12,55,71,-16,Low Risk,0.76,0.82
48,0,168340.96,2,2,2,103921.74,1,7,109914.61,3,685,2,0,0,9,2,1,1,58,67,73,-6,Medium Risk,0.91,0.65
52,1,92191.45,4,2,0,176814.28,0,8,154816.31,2,509,0,2,0,9,4,0,4,70,94,57,37,High Risk,1.62,1.68
69,1,87545.8,1,0,3,27237.76,2,9,116535.61,0,343,1,2,0,9,10,1,3,40,72,53,19,Medium Risk,1.33,1.33
77,1,24802.31,1,3,0,219645.98,1,6,37582.63,1,585,1,0,1,10,3,0,3,62,30,52,-22,Low Risk,0.57,1.52
57,1,190033.53,3,0,1,46004.87,2,5,230172.32,2,790,2,1,0,2,8,1,1,51,60,84,-24,Low Risk,0.71,1.21
64,1,102595.49,1,2,1,211351.53,2,2,195642.79,0,717,3,2,0,5,10,1,0,30,57,72,-15,Low Risk,0.78,1.91
70,0,24381.01,4,2,3,5628.88,1,10,153169.18,0,350,1,1,0,0,9,1,4,5,100,38,62,High Risk,2.56,6.28
69,1,122409.41,4,2,2,202887.94,3,6,104045.75,1,661,2,1,0,5,7,1,0,5,50,76,-26,Low Risk,0.65,0.85
44,0,241609.81,2,2,0,222013.85,0,6,197931.13,2,440,1,0,1,4,3,1,4,61,78,60,18,Medium Risk,1.28,0.82
23,0,210060.35,2,1,3,128299.8,1,5,249360.6,1,791,2,0,0,9,9,1,4,29,80,79,1,Medium Risk,1.0,1.19
67,0,247860.94,4,3,1,198075.68,1,8,116643.11,3,414,0,1,0,9,10,1,2,17,78,85,-7,Medium Risk,0.91,0.47
32,0,132846.2,3,3,2,241265.31,3,1,190899.7,1,754,0,0,0,2,8,0,0,63,76,72,4,Medium Risk,1.04,1.44
44,0,152675.48,1,1,1,181408.42,2,10,37929.2,3,787,3,1,1,3,1,0,2,24,31,91,-60,Low Risk,0.34,0.25
70,1,130756.17,3,3,3,20221.04,3,1,156595.06,2,550,0,0,0,0,1,1,0,5,61,50,11,Medium Risk,1.2,1.2
66,1,147782.58,4,3,0,116147.54,2,8,92622.26,0,614,0,1,0,10,8,0,0,42,43,76,-33,Low Risk,0.56,0.63
40,0,152065.08,4,1,2,132702.17,3,1,136410.27,2,717,1,1,0,2,0,0,1,78,58,80,-22,Low Risk,0.72,0.9
68,1,136623.1,2,3,0,202686.08,3,4,245141.53,2,691,0,2,0,10,8,0,3,93,57,86,-29,Low Risk,0.66,1.79
53,1,26608.73,3,2,3,93012.23,3,3,19213.9,0,389,3,1,0,1,2,0,4,16,57,47,10,Medium Risk,1.19,0.72
36,0,120377.41,4,3,3,158907.96,0,10,4582.68,1,562,0,2,0,2,4,0,4,4,80,65,15,Medium Risk,1.21,0.04
43,1,24477.25,2,3,3,225337.69,1,3,125567.13,0,773,3,1,0,5,3,0,4,73,55,72,-17,Low Risk,0.75,5.13
81,0,12260.91,4,2,1,215691.97,1,4,165388.62,3,768,2,2,0,4,8,1,4,47,68,82,-14,Low Risk,0.82,13.49
80,1,81534.98,2,0,2,167060.88,0,9,109715.13,1,616,1,2,0,0,9,0,4,43,93,49,44,High Risk,1.86,1.35
65,1,137611.76,4,1,0,103634.45,3,6,235226.4,1,669,3,2,1,5,5,1,0,71,31,82,-51,Low Risk,0.37,1.71
37,1,94596.41,1,2,1,200124.1,1,6,239896.98,0,544,2,0,1,1,10,0,2,2,87,39,48,High Risk,2.17,2.54
26,7,241579.17,3,1,3,96246.12,0,3,194967.54,1,746,1,2,0,9,5,0,2,8,89,74,15,Medium Risk,1.19,0.81
78,1,162368.7,3,1,0,98529.15,3,1,84887.16,3,563,3,1,1,1,3,1,1,69,28,73,-45,Low Risk,0.38,0.52
38,1,13890.52,1,3,2,139355.61,0,6,19387.88,3,351,1,0,0,8,6,0,3,74,77,45,32,High Risk,1.67,1.4
65,0,231054.98,4,1,1,54749.59,0,5,179255.27,3,445,2,1,0,2,10,1,4,29,93,66,27,High Risk,1.39,0.78
61,0,202742.14,1,2,2,55131.44,3,10,10772.62,2,405,2,0,1,5,4,0,0,17,52,64,-12,Low Risk,0.8,0.05
48,1,248106.87,3,1,1,175329.61,1,6,231765.94,2,806,0,2,1,6,0,0,0,97,60,88,-28,Low Risk,0.67,0.93
27,1,44653.94,2,0,1,50037.51,3,6,111965.89,1,826,0,2,1,5,4,0,1,21,48,68,-20,Low Risk,0.7,2.51
48,0,141971.53,4,3,0,119818.78,2,10,50098.89,1,600,2,0,0,4,8,0,2,20,48,80,-32,Low Risk,0.59,0.35
43,0,70762.85,2,2,0,191444.63,2,9,79214.6,3,390,2,2,1,1,3,0,1,79,63,58,5,Medium Risk,1.07,1.12
50,1,211069.9,1,2,3,140423.1,2,3,196028.98,2,758,2,2,1,5,3,1,2,56,38,96,-58,Low Risk,0.39,0.93
49,1,42042.37,3,1,3,25115.9,2,5,12179.87,0,311,2,0,1,6,3,1,2,28,33,54,-21,Low Risk,0.6,0.29
34,1,181669.59,3,1,3,229867.49,2,6,120910.25,2,441,2,0,0,4,1,1,3,32,58,67,-9,Medium Risk,0.85,0.67
48,0,22218.7,3,1,2,245026.64,0,9,17405.25,1,688,1,2,1,3,1,0,0,23,62,47,15,Medium Risk,1.29,0.78
65,0,145889.59,1,3,2,108449.84,3,2,149575.82,2,721,1,1,1,5,9,0,4,57,43,78,-35,Low Risk,0.54,1.03
81,0,1466.82,4,0,2,8242.59,3,9,144380.64,2,431,3,2,0,5,4,0,1,55,71,57,14,Medium Risk,1.22,98.36
57,0,238201.51,4,1,3,163234.21,0,6,135937.05,2,368,1,1,1,8,3,0,3,19,80,71,9,Medium Risk,1.11,0.57
85,5,58447.1,4,3,3,235820.32,3,6,97244.59,1,508,2,2,1,6,6,1,0,96,40,75,-35,Low Risk,0.53,1.66
27,7,11378.1,1,3,2,729.16,3,2,158119.45,2,529,2,2,1,0,5,0,1,99,68,37,31,High Risk,1.79,13.9
53,2,190227.66,2,1,1,190871.36,2,10,45722.9,3,837,0,1,1,3,6,0,2,23,40,96,-56,Low Risk,0.41,0.24
52,0,26840.98,3,0,0,149713.88,0,1,80837.06,1,787,3,2,1,6,1,0,0,75,54,63,-9,Medium Risk,0.84,3.01
51,0,56587.79,2,1,0,50985.18,2,8,189092.07,3,597,3,1,0,1,9,0,4,33,72,57,15,Medium Risk,1.24,3.34
54,1,130512.38,1,0,0,103943.19,2,4,173742.73,2,806,1,2,1,9,4,1,2,14,27,95,-68,Low Risk,0.28,1.33
45,0,190717.46,3,1,1,217272.33,3,5,55035.06,1,814,1,1,0,10,1,1,2,76,34,100,-66,Low Risk,0.34,0.29
61,0,156652.53,3,0,0,54060.61,2,2,186089.82,1,470,0,0,1,1,7,0,4,17,65,55,10,Medium Risk,1.16,1.19
47,0,47073.14,4,2,1,76495.28,2,8,92311.97,0,418,0,0,1,1,10,1,1,28,72,46,26,High Risk,1.53,1.96
22,0,189783.28,4,1,3,61286.04,2,3,117407.6,2,591,1,2,1,2,3,1,4,5,58,68,-10,Low Risk,0.84,0.62
84,2,25437.71,3,0,0,240797.47,3,10,66158.67,1,796,1,2,0,3,9,1,0,71,45,71,-26,Low Risk,0.62,2.6
41,1,105304.08,4,0,2,208957.58,0,5,133982.21,2,733,2,2,1,2,7,1,2,84,69,78,-9,Medium Risk,0.87,1.27
74,0,75453.14,3,3,1,22491.2,0,6,102808.33,2,450,2,1,0,4,1,1,1,53,77,53,24,High Risk,1.43,1.36
78,7,130153.94,3,3,0,16421.17,3,3,244486.97,2,527,3,2,0,7,8,0,2,75,67,72,-5,Medium Risk,0.92,1.88
73,1,133088.64,4,3,1,161361.83,3,5,232475.81,1,734,2,2,0,9,6,0,1,41,55,96,-41,Low Risk,0.57,1.75
56,0,136293.52,3,1,1,180427.94,3,4,187074.52,2,448,1,2,0,10,6,1,1,87,63,70,-7,Medium Risk,0.89,1.37
78,0,29067.23,3,3,2,234681.27,1,8,111704.59,3,589,2,1,1,4,6,1,4,77,58,67,-9,Medium Risk,0.85,3.84
66,4,198748.31,3,1,2,92643.06,1,5,8399.43,2,820,1,2,1,1,3,1,0,97,32,91,-59,Low Risk,0.35,0.04
40,0,204318.46,1,2,1,24576.44,2,7,69699.67,0,786,3,1,1,0,10,0,4,32,50,81,-31,Low Risk,0.61,0.34
84,1,102055.24,2,0,2,228751.49,0,2,40114.32,0,392,3,2,0,9,1,0,1,73,73,64,9,Medium Risk,1.12,0.39
38,1,183318.99,2,1,3,124369.99,2,2,26803.76,0,833,1,1,1,8,3,1,4,41,13,99,-86,Low Risk,0.13,0.15
22,1,20857.06,1,1,1,60827.9,3,2,58276.2,3,442,3,1,0,9,10,0,2,22,69,47,22,High Risk,1.44,2.79
28,0,83263.34,2,1,0,33695.23,2,7,161807.06,2,438,0,2,0,4,9,0,3,93,76,49,27,High Risk,1.52,1.94
76,0,42051.95,2,2,0,118187.73,0,9,17372.24,3,545,2,2,1,4,1,1,3,80,57,55,2,Medium Risk,1.02,0.41
27,1,145022.65,2,0,0,209601.04,0,7,185093.78,3,307,0,0,1,10,3,1,0,46,84,50,34,High Risk,1.65,1.28
79,1,224009.76,2,2,2,107382.37,1,2,155729.98,2,346,1,1,0,8,1,1,2,74,77,68,9,Medium Risk,1.12,0.7
81,0,61981.78,4,3,3,175249.51,0,5,75484.84,3,765,2,1,1,9,2,1,0,21,45,87,-42,Low Risk,0.51,1.22
54,3,21729.87,2,3,1,106908.19,3,4,164412.48,3,421,2,0,0,5,3,0,1,28,69,58,11,Medium Risk,1.17,7.57
59,0,117162.04,1,0,1,198403.87,0,9,120021.13,0,645,3,2,0,2,10,1,4,55,93,53,40,High Risk,1.72,1.02
82,1,44574.55,4,2,0,35733.99,3,10,201190.86,2,726,0,1,1,1,2,1,1,26,52,67,-15,Low Risk,0.76,4.51
39,0,226470.66,2,1,1,68745.16,1,6,29900.47,3,533,2,0,0,8,7,1,2,45,54,71,-17,Low Risk,0.75,0.13
49,0,128171.86,3,0,2,1922.6,1,1,178455.69,0,352,3,1,0,8,5,1,3,74,87,49,38,High Risk,1.74,1.39
23,0,245711.83,2,3,3,230371.83,3,4,201450.48,2,683,1,0,1,2,4,1,3,4,62,80,-18,Low Risk,0.77,0.82
69,0,90870.93,3,3,0,45509.03,2,5,242511.36,2,435,1,0,1,8,10,0,3,83,58,64,-6,Medium Risk,0.89,2.67
37,0,126065.33,1,0,3,4994.71,0,6,239707.77,0,675,3,0,0,6,5,1,1,48,87,45,42,High Risk,1.89,1.9
64,0,102457.42,2,0,2,4784.43,2,4,224648.95,1,789,0,1,1,3,6,1,0,9,52,67,-15,Low Risk,0.76,2.19
43,0,164125.73,4,1,2,164869.93,1,1,8494.38,1,752,1,2,1,6,2,1,1,79,33,95,-62,Low Risk,0.34,0.05
74,0,98163.43,4,2,2,64699.53,3,8,138350.17,0,511,1,1,1,4,9,0,0,45,68,52,16,Medium Risk,1.28,1.41
61,0,118184.93,2,0,0,125641.85,3,10,174125.18,2,685,1,2,1,6,2,1,3,10,45,79,-34,Low Risk,0.56,1.47
78,0,162336.56,2,3,2,220050.88,2,5,240740.19,1,428,0,2,1,2,2,1,3,56,61,78,-17,Low Risk,0.77,1.48
27,1,93172.92,1,1,0,190374.53,0,5,75732.84,3,803,3,2,0,9,8,1,0,25,59,71,-12,Low Risk,0.82,0.81
85,1,172462.75,1,3,3,209870.53,2,6,224160.11,1,558,3,0,1,8,5,1,3,91,45,81,-36,Low Risk,0.55,1.3
43,2,37736.0,4,0,2,105525.45,3,3,34686.61,0,658,0,2,0,4,5,0,1,37,51,62,-11,Low Risk,0.81,0.92
39,0,83095.88,2,3,1,189158.05,0,2,123076.88,2,741,0,0,1,10,7,1,0,1,68,61,7,Medium Risk,1.1,1.48
55,1,116604.19,4,2,3,174654.89,3,9,151230.54,1,356,0,1,1,9,7,1,0,88,74,67,7,Medium Risk,1.09,1.3
80,4,154164.77,4,2,0,152801.72,3,9,148946.35,0,730,2,1,1,4,10,1,3,52,49,90,-41,Low Risk,0.54,0.97
24,0,25121.79,3,0,1,121494.52,1,5,32100.98,1,486,0,2,0,2,6,0,2,74,87,40,47,High Risk,2.12,1.28
75,1,228788.16,1,0,2,193229.33,0,10,159998.83,0,680,1,2,1,2,4,0,0,85,82,59,23,High Risk,1.37,0.7
67,1,247684.18,4,2,2,79868.52,3,5,10442.58,3,367,0,0,0,3,2,1,3,62,49,77,-28,Low Risk,0.63,0.04
58,0,182489.24,2,3,0,42260.48,3,4,74082.85,2,365,2,0,1,8,5,0,1,66,40,70,-30,Low Risk,0.56,0.41
73,0,218259.77,1,2,3,100924.9,2,9,134971.04,2,749,0,0,0,8,7,0,0,93,69,80,-11,Low Risk,0.85,0.62
66,0,60107.65,3,1,0,22406.2,3,7,78070.89,0,666,3,2,1,10,10,0,3,99,31,71,-40,Low Risk,0.43,1.3
55,0,145273.26,3,3,1,34456.51,3,5,125751.16,3,397,2,2,0,8,2,1,1,49,58,74,-16,Low Risk,0.77,0.87
49,0,86781.94,4,3,1,203193.62,2,6,210901.91,1,356,0,1,1,5,10,1,4,78,73,71,2,Medium Risk,1.01,2.43
85,0,33899.51,4,1,2,21392.07,1,6,219095.0,1,776,2,2,0,6,10,1,3,41,65,72,-7,Medium Risk,0.89,6.46
54,1,244289.16,4,0,1,216250.35,3,5,57010.78,2,669,2,1,0,8,9,1,0,4,45,93,-48,Low Risk,0.48,0.23
45,1,42789.15,3,3,1,202372.46,1,3,46777.85,3,844,0,0,0,4,10,1,2,81,45,78,-33,Low Risk,0.57,1.09
81,1,214808.26,4,0,0,114431.38,0,6,49833.69,2,650,2,2,1,2,0,1,0,24,40,83,-43,Low Risk,0.48,0.23
58,0,236667.86,4,0,1,192365.64,3,1,226941.02,2,594,0,2,1,0,0,0,1,28,74,70,4,Medium Risk,1.04,0.96
23,0,204630.66,1,1,2,5423.23,3,4,213868.65,1,386,1,2,0,4,6,1,3,47,85,52,33,High Risk,1.6,1.05
61,0,59385.89,1,0,2,242356.51,3,3,7537.1,0,559,2,2,0,0,9,1,2,80,51,58,-7,Medium Risk,0.86,0.13
40,1,35516.76,1,0,1,229693.54,2,4,240742.77,3,357,3,1,1,9,6,0,1,60,73,60,13,Medium Risk,1.2,6.78
21,1,48828.35,4,0,0,24729.29,3,2,124242.3,3,533,3,1,1,5,6,0,4,53,57,49,8,Medium Risk,1.14,2.54
70,1,185054.81,2,3,2,14673.41,1,1,163760.99,1,583,1,2,1,6,3,0,1,100,62,59,3,Medium Risk,1.03,0.88
19,0,124706.65,3,0,1,155921.35,1,2,114674.24,2,561,3,0,1,0,0,1,2,96,75,52,23,High Risk,1.42,0.92
33,0,155792.81,1,0,0,139412.85,3,8,243521.86,1,826,3,1,0,6,2,0,0,37,67,82,-15,Low Risk,0.81,1.56
27,1,35192.59,2,2,2,55243.24,2,9,36922.75,1,839,2,0,1,9,4,1,0,65,34,71,-37,Low Risk,0.47,1.05
83,1,110732.66,2,1,3,122770.34,3,10,233543.29,2,531,1,2,0,6,0,1,1,27,62,67,-5,Medium Risk,0.91,2.11
37,6,227410.17,4,0,0,91179.14,3,5,28599.66,0,563,1,0,1,10,2,0,4,90,36,74,-38,Low Risk,0.48,0.13
69,0,146814.21,3,0,2,88724.04,3,1,146049.69,2,804,0,0,1,3,2,0,4,39,46,80,-34,Low Risk,0.57,0.99
67,0,187537.23,2,0,1,91334.96,0,3,74717.65,0,749,0,2,0,2,7,1,4,37,74,69,5,Medium Risk,1.06,0.4
84,0,134036.95,3,0,0,159712.76,3,8,83281.24,2,509,0,0,0,4,2,0,4,46,56,62,-6,Medium Risk,0.89,0.62
67,1,177393.56,3,0,3,186377.67,0,6,16484.08,3,353,3,1,1,10,10,0,1,92,71,77,-6,Medium Risk,0.91,0.09
47,0,7910.75,1,2,2,152719.78,0,10,321.07,2,469,3,2,1,9,3,0,1,55,80,53,27,High Risk,1.48,0.04
30,1,96599.11,2,0,3,198579.16,1,5,10883.75,0,725,2,2,0,0,3,0,3,51,57,65,-8,Medium Risk,0.86,0.11
60,1,65339.3,4,1,2,169101.59,0,7,19839.38,0,391,1,0,1,5,10,0,1,40,68,50,18,Medium Risk,1.33,0.3
58,0,138623.61,3,1,3,130551.34,1,8,48066.85,0,509,1,0,0,10,0,1,0,32,55,56,-1,Medium Risk,0.96,0.35
58,0,112808.61,1,0,0,167906.48,1,7,10285.19,1,621,1,0,1,4,9,1,0,59,36,59,-23,Low Risk,0.6,0.09
63,1,243982.69,4,1,0,128041.3,3,1,67152.57,1,462,1,2,1,0,5,1,1,37,34,78,-44,Low Risk,0.43,0.28
66,1,49832.31,1,2,3,206459.73,2,6,132029.77,2,733,2,1,1,2,4,0,0,39,44,64,-20,Low Risk,0.68,2.65
72,1,208351.2,3,2,0,146120.28,2,3,107315.15,3,751,1,2,1,1,4,1,4,80,27,100,-73,Low Risk,0.27,0.52
83,1,239480.83,2,1,0,222326.32,3,6,219156.11,2,748,2,1,1,6,6,0,1,49,38,92,-54,Low Risk,0.41,0.92
