age,gender,income,education_level,marital_status,mental_health_condition,savings_amount,employment_status,family_size,debt_amount,physical_activity_level,credit_score,sleep_quality,risk_tolerance,insurance_coverage,social_support_network,stress_level,access_to_healthcare,financial_goals,resilience_score,calculated_risk_score,calculated_resilience_score,net_risk_score,risk_category,risk_resilience_ratio,debt_to_income_ratio
74,0,34626.28,4,2,2,32235.39,1,7,82262.53,1,307,3,0,1,1,0,1,3,87,64,47,17,Medium Risk,1.33,2.38
58,1,183354.07,2,3,3,19570.37,1,2,183637.6,1,587,2,0,0,6,4,1,4,52,63,54,9,Medium Risk,1.15,1.0
81,0,132648.45,4,0,2,112812.82,2,8,70487.22,0,431,0,1,1,8,6,1,0,99,57,71,-14,Low Risk,0.79,0.53
62,0,111402.07,3,1,2,73755.88,3,5,146702.89,1,398,0,2,0,5,8,1,0,65,69,55,14,Medium Risk,1.23,1.32
61,1,216554.11,1,1,2,74033.42,1,7,119691.59,0,489,2,0,0,7,6,0,1,8,72,57,15,Medium Risk,1.24,0.55
69,7,209662.97,4,2,1,64170.41,0,9,14839.93,3,820,0,0,0,1,5,1,0,55,74,85,-11,Low Risk,0.86,0.07
68,0,84529.1,2,3,3,214520.28,3,8,202246.18,3,569,3,2,1,3,10,1,3,18,59,76,-17,Low Risk,0.77,2.39
48,1,24289.17,2,1,0,106059.21,3,2,234425.6,1,570,3,0,1,10,8,0,2,63,55,50,5,Medium Risk,1.08,9.65
44,1,31695.78,4,2,0,57977.05,0,8,224397.5,2,524,0,0,1,5,9,1,2,96,94,42,52,High Risk,2.19,7.08
69,1,2484.54,2,2,3,141163.76,0,10,68564.1,2,406,2,2,1,5,4,0,2,92,79,47,32,High Risk,1.65,27.59
23,0,12559.19,4,0,3,152891.11,2,2,134784.03,2,662,3,1,1,2,7,1,2,14,61,67,-6,Medium Risk,0.9,10.73
28,0,48243.97,4,0,3,1586.83,0,7,234149.71,1,666,3,1,0,4,8,0,4,20,100,45,55,High Risk,2.17,4.85
62,1,185063.35,2,1,3,12106.52,2,10,22449.06,2,582,0,0,0,9,5,0,3,89,49,66,-17,Low Risk,0.73,0.12
40,0,7244.34,1,0,2,125585.76,3,10,234465.46,0,582,1,0,1,6,1,0,1,44,73,41,32,High Risk,1.74,32.36
43,1,249799.59,2,1,2,50168.83,0,4,78491.64,2,383,3,1,0,3,2,0,2,17,81,61,20,Medium Risk,1.31,0.31
77,0,138650.72,4,1,3,194200.63,0,1,246353.1,1,512,1,0,1,1,0,0,1,54,88,48,40,High Risk,1.8,1.78
30,0,138038.06,1,2,2,89649.76,3,9,226908.6,0,523,2,2,1,10,5,0,3,69,81,55,26,High Risk,1.45,1.64
25,1,38184.36,2,2,2,79415.83,3,10,199887.26,2,615,0,1,0,1,3,1,1,62,77,44,33,High Risk,1.71,5.23
42,0,7207.09,2,1,2,116609.38,3,8,245593.47,1,806,3,0,0,0,5,0,4,1,69,69,0,Medium Risk,0.99,34.07
27,4,126745.5,3,2,1,187029.95,1,8,194392.66,0,588,1,2,1,7,6,1,4,56,90,59,31,High Risk,1.5,1.53
81,3,27888.34,3,1,1,11311.75,0,9,40256.18,3,373,2,0,0,3,3,0,2,39,84,37,47,High Risk,2.21,1.44
36,1,162219.93,4,2,2,7158.88,0,8,106722.26,1,362,3,2,0,3,9,0,0,55,100,48,52,High Risk,2.04,0.66
76,1,77343.82,2,2,0,168264.88,3,9,4043.79,3,504,2,0,0,4,7,0,0,81,47,61,-14,Low Risk,0.76,0.05
72,1,53313.66,4,1,1,226378.63,3,9,20420.98,0,765,2,2,1,10,6,1,1,31,20,99,-79,Low Risk,0.2,0.38
39,1,242619.07,2,0,3,248946.14,3,3,147528.64,0,739,3,1,0,2,4,1,1,64,49,82,-33,Low Risk,0.59,0.61
40,0,104055.87,2,3,1,178096.29,0,4,132922.56,0,575,3,0,0,1,0,1,3,34,82,48,34,High Risk,1.67,1.28
49,1,206300.22,3,0,1,104703.75,2,7,182650.39,3,718,3,2,0,4,2,1,4,69,50,95,-45,Low Risk,0.52,0.89
54,1,202539.97,4,2,2,56401.12,2,10,78358.77,1,620,1,0,0,10,7,1,3,73,53,83,-30,Low Risk,0.63,0.39
83,0,173278.35,4,1,0,68474.82,1,7,189953.42,1,441,0,1,1,1,7,0,4,95,70,58,12,Medium Risk,1.19,1.1
60,1,229027.52,2,1,1,4449.96,0,5,230046.98,3,811,1,0,0,2,9,1,3,100,80,71,9,Medium Risk,1.11,1.0
36,1,140203.99,4,0,0,115055.61,1,3,76970.5,1,330,2,0,0,3,3,1,0,7,59,52,7,Medium Risk,1.11,0.55
40,1,62511.39,4,2,3,83107.65,3,5,91115.08,0,318,0,1,0,2,8,1,2,22,73,50,23,High Risk,1.43,1.46
28,1,84427.3,3,1,0,16450.2,0,3,67091.94,0,750,2,1,0,1,9,1,0,93,63,46,17,Medium Risk,1.34,0.79
74,1,149430.31,1,0,3,94200.86,0,9,236653.19,0,578,3,0,0,7,9,1,2,93,99,46,53,High Risk,2.11,1.58
80,5,22752.76,4,0,0,50637.47,1,9,220855.89,2,718,0,1,1,9,4,0,1,45,71,69,2,Medium Risk,1.01,9.71
67,1,131658.17,2,1,2,18804.99,1,9,111762.64,1,808,0,1,0,8,3,0,4,12,62,76,-14,Low Risk,0.81,0.85
79,0,235839.85,3,3,0,26293.86,1,6,239902.61,2,801,3,0,1,6,1,1,2,81,41,100,-59,Low Risk,0.41,1.02
64,0,34959.58,4,2,1,120783.24,0,5,229434.94,2,358,2,1,1,3,6,1,3,85,96,51,45,High Risk,1.85,6.56
44,6,172455.26,2,1,0,142161.7,3,4,150444.39,2,805,2,1,0,5,0,1,2,41,42,90,-48,Low Risk,0.46,0.87
52,1,122907.28,2,2,3,80841.35,3,4,170657.25,3,376,3,1,0,0,9,0,1,53,84,60,24,High Risk,1.38,1.39
40,0,219243.78,4,1,0,85543.56,1,7,200436.56,0,609,0,1,1,5,4,0,4,53,62,65,-3,Medium Risk,0.94,0.91
48,0,149788.2,3,3,1,145091.57,2,1,203797.79,3,308,2,0,1,7,7,0,1,81,76,70,6,Medium Risk,1.07,1.36
51,0,100697.77,1,1,0,7409.89,1,9,110618.39,0,844,1,2,0,9,2,0,1,24,56,72,-16,Low Risk,0.77,1.1
74,0,160932.49,2,0,0,114490.26,0,3,98532.17,3,618,1,2,1,8,2,0,2,47,54,70,-16,Low Risk,0.76,0.61
62,0,31502.53,2,2,1,50977.17,3,2,81017.33,2,504,3,2,0,9,5,1,1,89,51,56,-5,Medium Risk,0.89,2.57
72,1,140449.02,2,1,0,242962.5,1,7,59733.37,1,451,1,1,0,5,9,1,1,27,52,60,-8,Medium Risk,0.85,0.43
21,3,215706.9,3,3,3,130026.77,0,4,186048.61,3,437,0,1,0,0,6,1,4,50,100,59,41,High Risk,1.67,0.86
51,1,90198.41,1,3,0,86358.58,3,4,162434.49,3,804,0,1,0,6,10,1,4,18,42,84,-42,Low Risk,0.49,1.8
38,1,60762.75,1,3,3,206692.13,3,3,62357.71,2,402,3,1,0,2,10,1,3,0,57,61,-4,Medium Risk,0.92,1.03
19,2,128059.48,4,2,1,63136.72,2,7,34420.75,2,686,0,0,1,2,6,0,4,67,63,69,-6,Medium Risk,0.9,0.27
50,0,82834.14,3,3,0,235990.75,0,1,188791.67,3,775,2,1,1,9,7,0,2,70,65,82,-17,Low Risk,0.78,2.28
57,0,140700.87,2,3,1,220788.44,1,4,159592.07,0,584,3,1,1,5,5,1,2,45,58,68,-10,Low Risk,0.84,1.13
73,1,84168.19,2,0,3,209586.62,0,5,165749.13,0,402,3,2,1,10,7,0,3,52,84,56,28,High Risk,1.47,1.97
34,1,163829.93,1,3,3,136438.21,0,3,108700.61,1,333,1,1,1,8,8,0,2,38,91,56,35,High Risk,1.6,0.66
20,0,39660.46,3,1,1,126813.61,2,2,171668.02,3,416,3,1,0,2,6,0,1,82,86,52,34,High Risk,1.62,4.33
20,0,158095.05,4,2,0,189708.98,3,10,76206.59,1,630,3,2,0,1,8,0,3,30,75,72,3,Medium Risk,1.03,0.48
83,1,221847.05,2,3,1,70147.52,1,6,193364.84,2,634,0,1,0,5,9,1,3,77,66,73,-7,Medium Risk,0.89,0.87
69,1,111415.48,1,2,1,67355.19,1,2,102010.35,2,580,3,0,1,1,7,0,1,45,69,47,22,High Risk,1.44,0.92
21,1,234557.71,3,0,1,38953.67,1,6,35122.06,0,749,2,2,0,3,10,0,2,71,65,75,-10,Low Risk,0.86,0.15
59,0,205992.93,1,3,0,224972.25,1,6,116891.05,3,530,3,2,1,0,9,1,1,34,56,79,-23,Low Risk,0.7,0.57
25,1,203258.11,1,2,1,92362.65,2,1,98527.18,1,592,0,2,0,2,4,1,0,33,67,53,14,Medium Risk,1.24,0.48
85,1,157356.81,2,3,1,21977.26,2,1,85091.21,2,542,0,2,1,0,6,1,1,61,44,69,-25,Low Risk,0.63,0.54
28,1,210888.95,3,0,1,104122.72,1,3,243675.82,0,411,0,1,0,9,4,1,2,83,89,62,27,High Risk,1.41,1.16
83,0,192128.89,2,3,2,151498.86,0,6,26061.12,3,468,1,1,0,6,2,0,0,0,68,69,-1,Medium Risk,0.97,0.14
82,0,71384.34,2,0,1,10285.87,1,8,128976.83,1,529,0,1,1,8,5,1,2,21,68,50,18,Medium Risk,1.33,1.81
51,0,131366.98,1,0,2,94105.06,0,3,221485.51,3,753,3,0,1,4,7,0,3,74,79,68,11,Medium Risk,1.14,1.69
77,0,186178.02,4,2,3,58825.49,3,1,210294.38,2,682,1,1,1,4,8,1,3,59,62,82,-20,Low Risk,0.75,1.13
33,0,72589.35,1,1,1,243777.35,1,9,167111.67,2,482,2,2,0,10,8,1,0,98,94,49,45,High Risk,1.88,2.3
83,1,50255.04,1,2,0,211922.84,1,10,133207.84,3,713,1,0,0,7,1,1,0,24,55,63,-8,Medium Risk,0.86,2.65
75,1,204940.62,1,3,1,153130.88,1,3,4984.31,0,693,2,0,1,1,8,0,1,52,43,77,-34,Low Risk,0.55,0.02
62,1,13046.85,3,3,0,205844.17,1,4,76286.03,0,530,3,0,1,1,2,0,0,45,44,45,-1,Medium Risk,0.96,5.85
52,0,223892.59,2,3,2,29731.19,2,4,88265.51,3,572,1,2,0,0,10,1,0,95,54,71,-17,Low Risk,0.75,0.39
66,7,66539.9,3,1,1,209516.78,0,7,147784.17,3,745,1,2,0,8,1,1,3,12,68,76,-8,Medium Risk,0.88,2.22
84,0,28158.49,2,2,2,232600.54,0,3,184051.03,0,588,1,2,0,7,5,0,0,98,92,40,52,High Risk,2.24,6.54
58,1,16679.56,4,0,0,236450.46,0,8,79974.55,2,658,0,0,1,8,3,1,3,64,58,63,-5,Medium Risk,0.91,4.79
53,0,136879.76,1,2,0,170606.85,1,4,133038.76,2,583,0,1,1,2,3,0,4,43,67,50,17,Medium Risk,1.31,0.97
20,0,210029.15,2,3,0,17704.89,1,7,28371.95,3,749,0,1,1,5,0,0,1,17,44,79,-35,Low Risk,0.55,0.14
79,0,136094.09,3,1,1,222677.83,1,5,104804.86,3,551,2,0,1,7,4,1,4,99,51,70,-19,Low Risk,0.72,0.77
74,0,80308.64,3,0,1,94049.81,1,7,101185.73,1,682,3,1,1,5,0,1,2,48,50,69,-19,Low Risk,0.71,1.26
47,2,213643.88,4,1,0,104657.38,3,3,247086.41,2,365,1,0,1,2,8,1,4,58,69,72,-3,Medium Risk,0.95,1.16
66,1,102636.98,2,3,0,73486.62,1,3,202183.36,2,616,0,2,1,0,7,1,4,74,55,67,-12,Low Risk,0.81,1.97
73,1,185966.6,3,2,2,178324.45,2,10,193399.61,1,803,1,1,0,7,9,1,1,23,60,97,-37,Low Risk,0.61,1.04
38,1,210134.04,2,3,0,56872.23,3,9,191076.15,1,363,2,0,1,0,8,1,1,0,59,67,-8,Medium Risk,0.87,0.91
22,0,56803.98,2,1,0,166349.4,0,2,99283.25,1,815,2,2,0,6,6,1,1,30,65,67,-2,Medium Risk,0.96,1.75
41,0,178165.7,4,2,2,149654.16,0,3,196962.79,2,401,3,2,0,1,6,1,0,36,100,56,44,High Risk,1.75,1.11
68,0,242991.48,3,1,2,196261.03,3,7,181356.49,3,309,0,2,0,2,7,0,2,72,79,75,4,Medium Risk,1.04,0.75
35,1,105560.46,3,0,0,22415.82,2,2,51536.46,1,463,1,2,0,3,8,1,3,5,50,56,-6,Medium Risk,0.88,0.49
25,0,235138.04,3,2,0,194542.38,2,9,219835.39,3,830,2,1,1,9,3,0,1,15,61,100,-39,Low Risk,0.6,0.93
61,1,94737.03,2,0,0,42753.68,3,1,85603.91,2,697,2,1,1,4,3,0,1,6,31,60,-29,Low Risk,0.51,0.9
49,0,185408.03,4,1,0,13019.5,3,10,158355.89,0,421,0,0,1,5,2,0,2,82,63,53,10,Medium Risk,1.17,0.85
43,1,172273.14,4,0,0,229928.02,3,7,116898.24,1,439,2,1,0,8,2,0,0,86,56,70,-14,Low Risk,0.79,0.68
43,0,143275.48,3,2,0,131388.45,2,5,39209.36,0,412,0,0,0,5,9,1,4,29,53,61,-8,Medium Risk,0.85,0.27
41,1,145417.57,3,1,2,108702.11,0,5,231166.31,3,394,2,2,0,2,3,0,2,63,100,56,44,High Risk,1.75,1.59
78,1,150753.86,1,1,1,56556.26,1,10,140710.9,3,837,0,0,0,9,2,0,3,84,62,83,-21,Low Risk,0.74,0.93
75,1,186410.4,2,3,3,87610.17,2,9,137121.34,1,658,3,1,0,0,7,0,3,48,55,80,-25,Low Risk,0.68,0.74
34,0,124422.75,3,2,0,204545.16,2,1,97061.05,1,421,1,2,1,0,2,1,4,89,54,62,-8,Medium Risk,0.86,0.78
38,1,113100.67,1,2,0,145839.29,1,1,192413.35,2,345,2,1,1,5,8,0,0,39,82,46,36,High Risk,1.74,1.7
22,0,8668.83,1,1,3,234480.4,3,7,105092.97,0,332,1,0,1,6,6,0,1,15,72,39,33,High Risk,1.8,12.12
84,7,249662.64,1,1,1,54612.93,0,10,53001.77,1,719,2,0,0,3,3,1,1,86,69,70,-1,Medium Risk,0.97,0.21
43,0,99707.1,3,3,1,143217.44,1,9,155615.25,3,609,2,2,1,10,5,0,1,35,64,73,-9,Medium Risk,0.86,1.56
44,1,63752.18,4,2,2,245814.75,1,9,119695.03,2,691,1,2,1,7,6,0,1,23,72,71,1,Medium Risk,1.0,1.88
21,0,234870.51,4,2,1,68834.96,2,4,174783.77,0,836,2,0,1,1,3,0,4,70,65,84,-19,Low Risk,0.76,0.74
55,0,238598.6,3,2,0,169475.36,1,1,43289.89,3,359,0,2,1,2,1,1,1,40,58,77,-19,Low Risk,0.74,0.18
82,6,75196.89,2,1,0,148451.38,2,8,79641.45,0,317,1,2,0,6,8,1,0,28,60,55,5,Medium Risk,1.07,1.06
65,6,188833.06,2,3,0,157024.39,2,1,120564.79,1,808,1,1,0,2,5,1,0,90,40,88,-48,Low Risk,0.45,0.64
40,1,189205.98,4,2,0,151931.42,3,5,61530.52,0,334,2,1,1,9,9,0,0,28,54,71,-17,Low Risk,0.75,0.33
44,1,121197.62,1,2,0,29853.53,2,7,173054.06,2,501,0,0,1,9,3,1,2,17,49,56,-7,Medium Risk,0.86,1.43
25,0,20329.75,3,0,0,227820.22,1,2,143273.26,2,597,2,2,1,1,7,1,4,2,66,49,17,Medium Risk,1.32,7.05
58,1,159014.31,2,3,0,42572.19,1,6,115251.06,0,638,0,0,1,7,2,1,0,83,39,58,-19,Low Risk,0.66,0.72
29,1,219205.28,1,0,3,67921.74,1,8,206661.87,1,434,0,1,0,6,2,1,0,67,97,48,49,High Risk,1.98,0.94
50,0,157012.56,4,0,0,171428.14,2,9,133542.91,1,645,2,0,1,2,9,0,1,46,57,73,-16,Low Risk,0.77,0.85
45,0,226288.03,4,3,3,136595.12,0,4,5469.68,2,681,0,1,0,1,6,0,3,79,75,81,-6,Medium Risk,0.91,0.02
62,0,192052.9,1,0,3,130081.75,0,1,243861.38,2,469,0,1,0,5,9,1,0,9,100,44,56,High Risk,2.22,1.27
72,1,914.59,1,3,2,43276.65,0,4,148348.1,0,825,1,1,1,2,2,1,3,80,52,63,-11,Low Risk,0.81,162.02
61,0,211810.05,4,3,2,32749.3,1,8,213171.84,0,761,3,0,1,5,6,1,4,36,58,91,-33,Low Risk,0.63,1.01
80,0,130898.32,4,1,2,143500.03,0,2,41114.04,1,749,2,1,0,8,4,0,4,22,55,81,-26,Low Risk,0.67,0.31
38,1,29536.25,1,1,3,175087.27,3,3,23746.46,0,422,1,0,1,1,5,1,2,3,33,39,-6,Medium Risk,0.82,0.8
59,0,216606.79,3,1,2,220210.71,1,9,216405.22,0,633,3,0,0,7,0,1,2,19,74,73,1,Medium Risk,1.0,1.0
67,0,62750.69,2,2,1,229806.36,2,4,180637.59,1,394,2,1,1,3,2,1,3,44,60,64,-4,Medium Risk,0.92,2.88
47,0,117075.22,2,0,2,187683.17,0,9,92713.39,1,536,3,1,1,7,5,0,4,66,81,53,28,High Risk,1.5,0.79
21,1,245066.7,2,1,1,175390.2,3,10,160020.96,1,794,1,0,1,4,2,0,4,1,57,78,-21,Low Risk,0.72,0.65
77,1,68734.7,2,0,0,132932.61,0,9,51664.11,1,748,1,1,1,3,9,1,3,54,56,63,-7,Medium Risk,0.88,0.75
30,0,88537.29,1,2,0,153899.19,2,2,6871.23,3,822,1,1,0,4,1,1,3,34,31,83,-52,Low Risk,0.37,0.08
77,1,205658.31,3,3,0,164413.05,2,7,150879.9,1,434,0,2,0,5,3,1,2,64,49,81,-32,Low Risk,0.6,0.73
36,0,238838.69,1,0,2,146929.84,3,3,241772.65,2,764,1,0,1,7,0,1,2,36,47,87,-40,Low Risk,0.53,1.01
57,1,75279.59,2,2,2,16121.67,2,9,169065.47,0,783,2,0,0,7,7,0,3,33,65,67,-2,Medium Risk,0.96,2.25
63,0,246737.97,3,3,3,212752.93,1,10,2877.26,3,820,0,1,1,9,3,1,2,94,33,100,-67,Low Risk,0.33,0.01
59,1,225570.82,1,0,3,171137.69,2,8,249407.86,2,688,3,2,1,0,10,0,0,61,71,75,-4,Medium Risk,0.93,1.11
37,1,225399.54,3,2,2,105589.07,0,7,107594.76,1,647,3,1,1,4,9,1,0,38,74,68,6,Medium Risk,1.07,0.48
27,0,27550.89,2,0,2,28653.74,2,1,218733.12,3,458,1,0,1,2,6,1,1,64,80,42,38,High Risk,1.86,7.94
72,0,6456.15,4,1,2,158529.88,1,5,170998.5,0,608,1,0,0,2,4,1,4,37,63,50,13,Medium Risk,1.24,26.48
63,1,172612.7,2,3,1,186524.94,1,2,184558.84,1,416,1,2,1,4,10,0,4,15,71,63,8,Medium Risk,1.11,1.07
29,1,161207.37,2,1,1,173740.63,3,6,210721.27,0,431,0,2,0,1,5,0,3,3,82,54,28,High Risk,1.49,1.31
72,1,41865.2,4,1,0,123168.95,2,5,166483.57,3,325,1,0,0,4,6,0,1,28,59,60,-1,Medium Risk,0.97,3.98
26,1,119472.35,1,1,0,153373.34,0,6,73703.7,0,572,3,2,0,6,9,0,4,72,77,48,29,High Risk,1.57,0.62
42,4,210651.49,3,2,0,19621.08,1,7,102091.11,3,435,0,2,1,8,5,0,1,78,74,66,8,Medium Risk,1.1,0.48
46,0,108365.99,4,0,1,55005.14,1,10,161762.57,2,479,3,2,1,3,6,1,0,70,82,60,22,High Risk,1.34,1.49
63,3,144365.46,3,0,1,117144.21,3,9,5947.65,1,732,1,1,1,4,10,0,0,22,47,79,-32,Low Risk,0.59,0.04
55,0,62190.55,3,3,2,76439.46,0,10,87724.38,0,801,3,1,1,7,1,0,0,51,56,74,-18,Low Risk,0.75,1.41
23,1,80930.4,3,3,1,225614.91,3,5,162945.08,2,754,3,0,0,7,0,1,1,39,52,84,-32,Low Risk,0.61,2.01
43,1,207195.66,1,0,3,116253.99,0,1,178863.58,1,633,2,2,0,5,8,0,4,92,95,59,36,High Risk,1.58,0.86
70,1,144903.08,2,2,1,178057.49,1,10,201322.72,1,661,3,0,1,4,8,1,4,49,74,71,3,Medium Risk,1.03,1.39
45,1,22159.64,4,1,3,150926.97,1,2,56779.69,3,797,1,0,0,7,2,0,0,38,48,64,-16,Low Risk,0.74,2.56
43,1,219051.3,1,3,3,116513.73,3,6,211129.18,2,382,0,0,0,1,1,0,3,75,81,62,19,Medium Risk,1.29,0.96
54,1,59464.48,4,2,1,122778.0,1,5,182861.1,3,663,1,1,1,3,6,1,3,0,60,71,-11,Low Risk,0.83,3.08
37,1,213867.56,2,3,0,59796.18,2,10,147748.67,1,690,3,1,0,0,7,1,1,87,46,80,-34,Low Risk,0.57,0.69
28,0,159662.09,3,2,0,68801.92,0,2,24735.27,0,373,3,2,0,10,6,0,0,24,86,57,29,High Risk,1.48,0.15
47,2,173764.6,4,1,2,153378.12,2,9,151537.62,3,842,1,2,1,6,2,1,4,37,49,100,-51,Low Risk,0.49,0.87
58,0,44193.8,4,0,0,21681.84,3,4,107159.03,0,586,2,0,0,3,0,0,1,82,53,44,9,Medium Risk,1.18,2.42
30,1,246150.84,3,1,1,239622.89,2,10,54176.89,3,361,2,1,1,6,10,1,4,36,61,87,-26,Low Risk,0.69,0.22
31,0,19176.01,4,1,0,193265.36,3,9,144632.73,3,517,2,2,1,10,6,1,1,29,53,67,-14,Low Risk,0.78,7.54
83,5,32430.47,2,1,1,218757.48,2,2,88197.56,2,546,2,1,0,2,1,0,0,76,55,50,5,Medium Risk,1.08,2.72
59,1,25889.58,1,0,1,157360.44,1,7,192311.19,2,507,3,1,1,7,0,1,3,43,59,53,6,Medium Risk,1.09,7.43
42,0,114596.05,4,1,2,53589.76,1,10,188189.73,1,468,2,0,1,7,1,0,2,22,79,56,23,High Risk,1.39,1.64
66,1,139156.29,1,3,2,222824.26,2,10,63689.74,0,362,0,2,1,9,7,0,1,91,53,73,-20,Low Risk,0.72,0.46
39,1,172804.71,4,1,2,194333.1,2,2,10255.17,0,596,2,2,1,2,1,1,4,32,29,78,-49,Low Risk,0.37,0.06
64,1,102987.57,3,1,0,15065.42,0,6,150883.07,2,609,2,2,1,0,4,1,4,30,57,55,2,Medium Risk,1.02,1.47
21,0,175538.16,2,0,3,117823.28,3,10,56121.6,2,610,1,0,0,0,3,1,3,75,67,62,5,Medium Risk,1.06,0.32
48,0,210396.83,2,3,3,120470.97,3,4,131220.14,1,451,1,2,1,8,6,0,0,4,58,72,-14,Low Risk,0.79,0.62
23,1,42274.94,3,1,2,148467.41,3,8,246063.68,3,312,1,1,0,2,9,1,4,90,96,48,48,High Risk,1.96,5.82
43,1,9341.85,4,1,1,221771.77,2,2,230683.73,3,457,0,1,0,4,2,0,1,5,73,58,15,Medium Risk,1.24,24.69
23,0,151026.98,4,0,3,248285.16,0,2,46030.65,1,503,0,2,1,2,1,1,3,59,77,61,16,Medium Risk,1.24,0.3
37,1,214059.47,2,3,3,21707.77,1,2,102749.06,3,783,1,1,0,1,1,0,2,17,59,79,-20,Low Risk,0.74,0.48
52,1,193242.34,4,2,2,76593.26,0,9,204363.28,2,818,0,1,1,6,10,0,3,52,93,84,9,Medium Risk,1.09,1.06
69,1,209527.51,4,1,3,208762.68,1,8,193809.96,3,371,2,0,1,3,10,0,2,2,81,73,8,Medium Risk,1.09,0.92
40,0,674.86,2,3,2,44927.31,2,7,6574.12,1,405,1,0,0,8,5,1,0,44,42,45,-3,Medium Risk,0.91,9.73
58,2,235104.52,1,0,2,215638.19,1,1,21911.42,3,700,1,0,1,3,7,0,2,10,52,80,-28,Low Risk,0.64,0.09
67,0,219473.98,1,2,0,32164.23,2,6,67957.05,3,366,2,2,1,7,2,0,0,86,46,72,-26,Low Risk,0.63,0.31
29,0,160983.49,4,0,1,89231.48,2,9,216199.75,3,727,0,0,0,5,1,0,4,3,82,79,3,Medium Risk,1.02,1.34
69,0,76345.35,3,3,1,154359.86,0,8,211916.12,1,783,0,2,1,10,6,0,3,17,79,80,-1,Medium Risk,0.98,2.78
29,0,39714.19,3,0,2,168141.88,3,2,63746.35,3,818,1,1,0,3,4,0,4,26,50,73,-23,Low Risk,0.68,1.61
75,1,42755.99,4,2,2,209656.07,1,6,230265.89,1,564,3,1,0,5,8,0,1,0,87,58,29,High Risk,1.47,5.39
81,1,149477.46,3,1,2,110484.93,3,5,164385.51,0,816,3,1,0,8,0,0,3,36,43,95,-52,Low Risk,0.45,1.1
53,0,78097.4,4,2,2,134979.73,0,7,203168.18,2,401,0,1,1,10,1,0,0,42,98,50,48,High Risk,1.92,2.6
47,0,59754.77,1,1,2,1986.57,0,8,98640.7,3,487,2,1,1,3,10,1,1,88,81,37,44,High Risk,2.13,1.65
65,1,179316.39,2,1,3,160556.01,3,8,121159.55,1,501,0,1,0,0,3,1,0,58,60,55,5,Medium Risk,1.07,0.68
71,1,237732.31,4,2,0,122820.33,3,4,246561.81,3,339,3,2,1,0,2,1,4,46,57,85,-28,Low Risk,0.66,1.04
82,0,27421.97,2,1,0,96749.04,1,8,186962.02,2,382,0,0,0,4,3,1,2,78,77,41,36,High Risk,1.83,6.82
78,1,861.8,4,3,3,100540.78,3,8,112368.07,2,539,0,2,0,5,1,1,2,3,51,66,-15,Low Risk,0.76,130.24
60,1,148295.15,3,1,1,202303.58,1,9,59921.41,1,727,0,1,0,9,1,1,0,1,54,74,-20,Low Risk,0.72,0.4
61,1,148574.89,1,0,1,17794.27,0,4,102740.21,1,610,2,2,0,9,9,0,3,30,83,51,32,High Risk,1.6,0.69
37,1,157137.98,1,2,2,207593.17,0,5,75258.36,0,495,2,1,0,5,8,0,4,60,92,52,40,High Risk,1.74,0.48
60,1,80313.34,1,2,3,222626.52,0,4,189658.44,0,304,0,0,1,8,10,0,1,0,100,41,59,High Risk,2.38,2.36
67,1,31899.79,1,2,2,207250.14,0,9,169031.41,3,809,2,2,1,9,6,1,1,40,73,81,-8,Medium Risk,0.89,5.3
27,0,120578.94,3,3,1,47961.69,0,10,192980.62,2,788,1,2,0,9,2,1,1,69,79,76,3,Medium Risk,1.03,1.6
36,1,244169.56,3,1,3,113210.63,1,5,150721.6,3,453,3,1,1,1,3,1,0,50,65,66,-1,Medium Risk,0.97,0.62
75,2,205541.98,4,3,0,179317.32,3,5,50646.38,0,449,0,0,0,8,5,0,0,65,51,79,-28,Low Risk,0.64,0.25
71,3,172609.98,3,0,0,157594.92,2,4,255.67,2,654,3,2,1,4,1,1,2,69,19,99,-80,Low Risk,0.19,0.0
55,1,218856.65,1,0,0,25607.7,0,2,192834.28,0,572,0,2,1,2,4,1,0,62,72,42,30,High Risk,1.67,0.88
33,1,194344.63,1,1,2,104957.78,2,5,122208.47,3,831,0,2,1,5,10,0,3,56,50,88,-38,Low Risk,0.56,0.63
64,1,91483.88,4,0,2,150670.79,2,8,146845.76,0,598,1,1,1,9,3,0,4,27,56,64,-8,Medium Risk,0.86,1.61
21,1,10582.58,1,1,1,54185.32,3,10,147413.25,0,360,1,1,1,0,9,0,4,87,83,31,52,High Risk,2.59,13.93
73,3,94369.45,3,3,1,212682.12,2,8,2924.61,0,783,0,2,0,9,7,0,2,50,42,99,-57,Low Risk,0.42,0.03
43,1,4614.84,3,0,1,23308.64,2,7,1386.84,0,789,2,1,0,1,10,1,1,86,38,67,-29,Low Risk,0.56,0.3
49,1,193290.77,3,1,2,157707.01,2,9,16261.28,3,773,0,0,0,4,3,0,3,33,40,93,-53,Low Risk,0.43,0.08
60,5,224536.53,4,1,1,159885.21,3,4,31840.23,2,670,2,0,1,2,8,1,3,24,35,93,-58,Low Risk,0.37,0.14
42,5,76263.45,2,1,1,445.56,3,6,40355.02,0,398,3,2,1,0,6,1,2,8,49,48,1,Medium Risk,1.0,0.53
20,1,147146.87,2,0,1,203712.39,1,8,207138.75,1,533,1,1,1,2,4,0,1,4,95,48,47,High Risk,1.94,1.41
